TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-29,2026-06-29,CM,NSE,STK,212,INE208A01029,ASHOKLEY,EQ,,,,,ASHOK LEYLAND LTD,160.0,160.64,156.6,157.36,157.75,160.68,,157.36,,,62382187,9847342124.98,206559,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,41.62,41.73,39.85,40.38,40.3,41.8,,40.38,,,61611136,2500157577.39,106485,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15308,INE964H01014,SEPC,EQ,,,,,SEPC LIMITED,6.59,6.66,6.21,6.43,6.46,6.59,,6.43,,,59449292,377942873.06,18879,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11184,INE092T01019,IDFCFIRSTB,EQ,,,,,IDFC FIRST BANK LIMITED,79.0,79.94,77.88,78.2,78.53,79.22,,78.2,,,58108109,4562265660.19,111215,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,3063,INE205A01025,VEDL,EQ,,,,,VEDANTA LIMITED,270.5,287.4,270.5,284.55,285.0,273.45,,284.55,,,57647547,16173231997.25,239581,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,14894,INE483A01010,CENTRALBK,EQ,,,,,CENTRAL BANK OF INDIA,32.22,34.24,31.86,33.62,33.0,32.2,,33.62,,,53093790,1765773097.2,62666,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2963,INE114A01011,SAIL,EQ,,,,,STEEL AUTHORITY OF INDIA,170.79,176.89,170.4,175.23,174.0,170.79,,175.23,,,53065147,9268064216.94,166345,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,758973,INE01R501028,VIKRAN,EQ,,,,,VIKRAN ENGINEERING LTD,75.66,78.6,73.56,74.44,74.45,70.24,,74.44,,,51807156,3944150631.72,156972,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11377,INE457A01014,MAHABANK,EQ,,,,,BANK OF MAHARASHTRA,88.25,94.5,88.0,93.85,93.65,88.71,,93.85,,,49937301,4594936801.22,175179,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11630,INE733E01010,NTPC,EQ,,,,,NTPC LTD,352.0,357.9,351.55,356.1,355.0,352.05,,356.1,,,49895302,17756718389.4,167975,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.54,21.54,21.07,21.14,21.15,21.02,,21.14,,,49808303,1056609717.48,84575,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,17.9,17.95,17.66,17.81,17.83,17.94,,17.81,,,49194959,875719441.92,34391,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.4,1.41,1.35,1.36,1.36,1.4,,1.36,,,48931422,67203468.23,17651,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,800.0,805.9,793.3,798.9,797.05,796.3,,798.9,,,46695977,37323637057.7,421982,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,438,INE257A01026,BHEL,EQ,,,,,BHEL,402.7,416.4,393.85,413.75,413.9,402.7,,413.75,,,45313478,18616789361.65,201909,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,16249,INE483S01020,CCAVENUE,EQ,,,,,AVENUESAI LIMITED,16.05,17.17,15.87,16.79,16.82,16.07,,16.79,,,45128129,756609031.32,70525,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,77.09,77.87,75.0,77.18,77.39,77.0,,77.18,,,44815380,3434080240.31,104716,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15332,INE584A01023,NMDC,EQ,,,,,NMDC LTD.,85.0,85.69,84.31,85.45,85.4,84.94,,85.45,,,43129313,3672734418.66,123700,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,21951,INE548A01028,HFCL,EQ,,,,,HFCL LIMITED,212.2,213.95,204.25,210.93,212.25,215.0,,210.9,,,41711096,8647554787.05,152551,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,199.0,205.24,194.51,202.92,202.4,199.79,,202.92,,,39615958,7973260690.12,198656,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,760229,INE0VDM01015,MEESHO,EQ,,,,,MEESHO LIMITED,185.2,195.19,181.0,194.21,194.1,186.45,,194.21,,,39036290,7463662518.47,221897,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2475,INE213A01029,ONGC,EQ,,,,,OIL AND NATURAL GAS CORP.,234.0,237.15,229.7,234.05,234.1,233.1,,234.0,,,38227413,8947652586.9,196478,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,6364,INE139A01034,NATIONALUM,EQ,,,,,NATIONAL ALUMINIUM CO LTD,334.05,350.65,334.05,347.4,346.5,332.15,,347.4,,,37724734,13000430025.2,208877,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1922,INE237A01036,KOTAKBANK,EQ,,,,,KOTAK MAHINDRA BANK LTD,402.5,404.85,394.1,395.5,397.0,409.0,,395.5,,,37210245,14819039456.1,267343,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2792,INE07O001026,EASEMYTRIP,EQ,,,,,EASY TRIP PLANNERS LTD,7.22,7.28,6.99,7.0,7.01,7.2,,7.0,,,34929515,247068987.22,13622,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,260.0,261.3,257.05,259.4,259.15,255.15,,259.4,,,34568988,8958284397.6,162952,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,26.77,26.78,25.47,25.69,25.78,26.76,,25.69,,,33725314,873443704.7,33469,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,7851,INE246B01019,RAMCOSYS,EQ,,,,,RAMCO SYSTEMS LTD.,714.9,836.9,714.9,793.2,832.0,709.8,,793.25,,,30482382,23444848429.65,483646,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,183.53,189.0,183.53,188.4,188.5,182.61,,188.39,,,29827579,5603579463.08,78656,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,6545,INE388Y01029,NYKAA,EQ,,,,,FSN E COMMERCE VENTURES,301.3,308.0,300.15,302.05,304.2,301.35,,302.05,,,28633369,8659217501.2,142403,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,24.8,24.83,24.01,24.14,24.2,24.88,,24.14,,,27464501,664008038.71,41552,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1607,INE925Y01036,AURIGROW,EQ,,,,,AURI GROW INDIA LIMITED,0.31,0.32,0.3,0.3,0.3,0.31,,0.3,,,27437473,8306616.78,1676,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,24948,INE498L01015,LTF,EQ,,,,,L&T FINANCE LIMITED,299.0,307.7,297.5,299.05,300.6,299.0,,299.05,,,27064147,8125385426.55,144857,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,383,INE263A01024,BEL,EQ,,,,,BHARAT ELECTRONICS LTD,406.8,418.3,403.55,411.6,413.5,407.2,,411.6,,,26669735,10919436738.45,213628,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,8.57,8.6,8.48,8.53,8.55,8.57,,8.53,,,26254159,223939037.66,17947,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,8596,INE0FS801015,MSUMI,EQ,,,,,MOTHERSON SUMI WRNG IND L,41.4,41.4,39.55,39.86,40.0,41.26,,39.86,,,25588983,1033051546.28,122567,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1134,INE713T01028,APOLLO,EQ,,,,,APOLLO MICRO SYSTEMS LTD,386.45,411.6,380.75,407.15,407.0,384.4,,407.15,,,25347697,10164173094.35,225852,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,3787,INE075A01022,WIPRO,EQ,,,,,WIPRO LTD,176.28,176.69,174.6,175.48,175.6,175.0,,175.48,,,24484011,4296447801.47,133844,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,14.2,14.46,13.8,13.98,13.99,14.12,,13.98,,,23734951,333912568.37,16717,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,20374,INE522F01014,COALINDIA,EQ,,,,,COAL INDIA LTD,435.65,447.9,435.25,444.85,442.9,435.4,,444.85,,,21400224,9490103207.55,143933,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,14853,INE800H01010,OMAXE,EQ,,,,,OMAXE LIMITED,77.4,92.97,76.99,84.26,83.99,77.48,,84.27,,,20412238,1830077744.11,82235,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,31415,INE095N01031,NBCC,EQ,,,,,NBCC (INDIA) LIMITED,107.0,107.48,104.09,104.35,104.36,107.17,,104.35,,,20141614,2116303658.74,52750,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,317,INE296A01032,BAJFINANCE,EQ,,,,,BAJAJ FINANCE LIMITED,975.3,992.3,975.3,982.05,987.95,980.4,,982.05,,,19875760,19552232138.55,287799,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2029,INE053F01010,IRFC,EQ,,,,,INDIAN RAILWAY FIN CORP L,91.8,92.19,90.35,90.61,90.66,91.77,,90.61,,,19510430,1774167158.15,231406,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,111.99,112.08,106.5,107.32,106.8,111.36,,107.31,,,19277445,2082279220.96,57146,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,760726,INE05XR01022,BHARATCOAL,EQ,,,,,BHARAT COKING COAL LTD,40.47,40.75,38.96,39.47,39.5,40.47,,39.47,,,19203251,761577211.85,30930,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,30125,INE148I01020,SAMMAANCAP,EQ,,,,,SAMMAAN CAPITAL LIMITED,170.0,171.0,166.5,167.64,171.0,169.81,,167.64,,,18299847,3070799642.01,47831,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15313,INE821I01022,IRB,EQ,,,,,IRB INFRA DEV LTD.,21.13,21.74,20.97,21.63,21.6,21.19,,21.63,,,17515153,374582971.8,33182,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1476,INE008A01015,IDBI,EQ,,,,,IDBI BANK LIMITED,86.4,87.3,83.81,85.96,85.69,86.4,,85.96,,,17236855,1478968270.76,45320,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,14977,INE752E01010,POWERGRID,EQ,,,,,POWER GRID CORP. LTD.,287.0,287.65,283.5,286.25,287.0,283.9,,286.25,,,16957025,4855033641.65,100602,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,3045,INE062A01020,SBIN,EQ,,,,,STATE BANK OF INDIA,1044.45,1046.4,1030.85,1036.1,1038.95,1045.4,,1036.1,,,16818246,17446074513.35,261264,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,6198,INE045J01034,FCL,EQ,,,,,FINEOTEX CHEMICAL LIMITED,40.9,41.57,37.07,38.26,38.47,40.9,,38.26,,,16548258,640034995.2,39508,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,5948,INE683A01023,SOUTHBANK,EQ,,,,,THE SOUTH INDIAN BANK LTD,45.41,46.6,44.91,45.84,45.8,45.41,,45.84,,,16488721,757287328.34,41452,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,10753,INE692A01016,UNIONBANK,EQ,,,,,UNION BANK OF INDIA,175.0,175.9,172.13,174.56,174.8,174.71,,174.56,,,16043533,2798132896.84,82241,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,17635,INE768C01028,ZYDUSWELL,EQ,,,,,ZYDUS WELLNESS LIMITED,522.0,577.5,518.15,569.45,565.4,518.1,,569.5,,,15733500,8812248833.2,235174,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,27969,INE01EA01019,VMM,EQ,,,,,VISHAL MEGA MART LIMITED,116.4,116.59,113.55,115.79,115.7,116.39,,115.79,,,15557725,1794125494.51,108561,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1023,INE171A01029,FEDERALBNK,EQ,,,,,FEDERAL BANK LTD,323.0,327.0,322.15,324.05,325.2,324.05,,324.1,,,15193838,4930854616.45,160696,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,6863,INE411U01027,BAJAJHCARE,EQ,,,,,BAJAJ HEALTHCARE LIMITED,313.0,359.25,313.0,352.65,353.5,304.05,,352.65,,,15125808,5252948395.85,173099,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1594,INE009A01021,INFY,EQ,,,,,INFOSYS LIMITED,1037.1,1046.6,1029.1,1036.7,1034.0,1041.2,,1036.7,,,15080892,15611216315.1,248692,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1624,INE242A01010,IOC,EQ,,,,,INDIAN OIL CORP LTD,143.3,143.41,138.9,139.18,139.72,143.89,,139.18,,,14942414,2094038039.61,105652,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,17801,INE093R01011,LLOYDSENGG,EQ,,,,,LLOYDS ENGG WORK LIMITED,84.49,87.92,82.1,87.11,87.25,84.91,,87.1,,,14318143,1224513813.21,47040,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,5220,INF769K01HI8,BFSI,EQ,,,,,MIRAEAMC - MAFSETF,27.51,27.94,27.51,27.61,27.62,27.79,,27.61,,,14213210,393812644.56,1419,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,14334,INE019C01026,HSCL,EQ,,,,,HIMADRI SPECIALITY CHEM L,677.95,681.85,663.3,675.5,675.0,678.1,,675.5,,,14119959,9509737998.55,82930,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11699,INE244B01030,PATELENG,EQ,,,,,PATEL ENGINEERING LTD.,33.87,34.95,32.76,34.52,34.8,33.87,,34.53,,,13985864,471842959.13,30756,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2885,INE002A01018,RELIANCE,EQ,,,,,RELIANCE INDUSTRIES LTD,1308.0,1313.7,1292.6,1301.0,1302.3,1318.1,,1301.0,,,13757656,17925371908.1,233886,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,40.37,40.37,39.08,39.41,39.42,40.37,,39.41,,,13632218,538853420.43,35697,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2263,INE545U01014,BANDHANBNK,EQ,,,,,BANDHAN BANK LIMITED,203.92,205.3,197.74,202.33,202.04,201.76,,202.33,,,13593508,2741112752.42,60614,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,10666,INE160A01022,PNB,EQ,,,,,PUNJAB NATIONAL BANK,107.55,108.25,106.11,106.96,107.2,107.87,,106.96,,,13574053,1453969640.4,59320,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,4745,INE084A01016,BANKINDIA,EQ,,,,,BANK OF INDIA,145.0,145.1,141.5,142.55,142.54,144.72,,142.55,,,13540640,1931721616.68,65638,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,11287,INE628A01036,UPL,EQ,,,,,UPL LIMITED,590.5,593.6,564.1,568.4,574.4,590.5,,568.4,,,13423996,7665662605.9,127475,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,25468,INE420C01059,PAISALO,EQ,,,,,PAISALO DIGITAL LIMITED,59.8,60.7,59.43,60.32,60.69,59.34,,60.32,,,13408393,808864460.73,22233,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,4963,INE090A01021,ICICIBANK,EQ,,,,,ICICI BANK LTD.,1390.0,1402.0,1383.2,1387.6,1388.0,1387.5,,1387.6,,,13249405,18407550527.8,238572,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,4668,INE028A01039,BANKBARODA,EQ,,,,,BANK OF BARODA,279.5,279.9,271.45,272.8,273.65,279.15,,272.8,,,13102878,3595188222.0,76292,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,220,INE022Q01020,IEX,EQ,,,,,INDIAN ENERGY EXC LTD,124.86,125.5,123.4,124.81,125.2,125.0,,124.81,,,12936308,1609185929.41,77566,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,5900,INE238A01034,AXISBANK,EQ,,,,,AXIS BANK LIMITED,1392.6,1392.6,1352.2,1356.8,1368.0,1377.2,,1356.8,,,12602010,17296770015.6,159830,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,19234,INE947Q01028,LAURUSLABS,EQ,,,,,LAURUS LABS LIMITED,1450.0,1531.2,1450.0,1500.3,1487.6,1450.0,,1500.4,,,12321744,18392491413.0,169008,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,760,INE067A01029,CGPOWER,EQ,,,,,CG POWER AND IND SOL LTD,960.1,965.35,936.3,956.25,960.0,942.1,,956.25,,,12311661,11726824598.25,208796,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,13285,INE774D01024,M&MFIN,EQ,,,,,M&M FIN. SERVICES LTD,328.55,332.4,306.5,315.4,318.0,328.55,,315.4,,,12253578,3860107859.8,147852,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,18391,INE976G01028,RBLBANK,EQ,,,,,RBL BANK LIMITED,371.5,371.5,362.25,363.8,366.0,371.05,,363.8,,,11998005,4374636870.4,103556,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,756090,INE0OC301013,TURTLEMINT,EQ,,,,,TURTLEMINT FINTECH SOLS L,134.9,144.95,132.0,135.37,137.5,152.0,,135.37,,,11992496,1648017619.89,130894,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,2259,INE083A01026,MOREPENLAB,EQ,,,,,MOREPEN LAB. LTD,53.16,54.9,52.45,54.66,54.84,53.16,,54.66,,,11976507,646544310.46,31510,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,526,INE029A01011,BPCL,EQ,,,,,BHARAT PETROLEUM CORP  LT,308.7,309.0,299.75,300.8,300.8,309.75,,300.8,,,11893768,3590399255.3,93402,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,3456,INE155A01022,TMPV,EQ,,,,,TATA MOTORS PASS VEH LTD,350.0,354.45,343.4,345.05,345.8,353.2,,345.05,,,11882122,4132894870.25,159158,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,21614,INE674K01013,ABCAPITAL,EQ,,,,,ADITYA BIRLA CAPITAL LTD.,390.0,393.05,384.05,385.3,387.7,390.8,,385.3,,,11853117,4581903419.85,104108,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,759820,INE15B701018,PINELABS,EQ,,,,,PINE LABS LIMITED,160.07,161.22,157.72,158.51,157.9,160.07,,158.51,,,11729418,1867146158.26,64615,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,757645,INE0LEZ01016,ATHERENERG,EQ,,,,,ATHER ENERGY LIMITED,990.0,1098.0,989.9,1083.75,1083.0,998.75,,1083.7,,,11578376,12257210693.8,245627,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,4306,INE721A01047,SHRIRAMFIN,EQ,,,,,SHRIRAM FINANCE LIMITED,1036.95,1055.4,1029.75,1032.65,1034.7,1031.8,,1032.65,,,11369236,11854602860.15,235949,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,762690,INE207H01018,GNRL,EQ,,,,,GUJARAT NATURAL RES L,104.4,120.9,103.05,113.65,112.55,101.85,,113.64,,,11332749,1298090796.3,93043,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,11.51,12.4,11.34,11.7,11.4,11.73,,11.7,,,11244778,134061988.03,9633,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,10604,INE397D01024,BHARTIARTL,EQ,,,,,BHARTI AIRTEL LIMITED,1837.1,1849.8,1833.1,1841.1,1846.0,1850.7,,1841.1,,,10940130,20135865263.0,213920,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,17520,INE399K01017,RTNPOWER,EQ,,,,,RATTANINDIA POWER LIMITED,9.13,9.16,8.94,9.01,9.04,9.12,,9.01,,,10846860,97698459.39,13542,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15355,INE020B01018,RECLTD,EQ,,,,,REC LIMITED,365.55,367.95,363.0,364.95,365.0,364.65,,364.95,,,10623804,3881290229.85,94122,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,14309,INE562A01011,INDIANB,EQ,,,,,INDIAN BANK,833.0,842.4,809.9,814.7,819.8,832.6,,814.7,,,10505717,8588229970.05,140216,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,20413,INE485C01029,IOLCP,EQ,,,,,IOL CHEM AND PHARMA LTD,134.0,143.89,132.62,142.33,143.26,133.66,,142.33,,,10368899,1457878166.62,61459,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1406,INE094A01015,HINDPETRO,EQ,,,,,HINDUSTAN PETROLEUM CORP,405.3,406.85,388.5,389.6,391.4,409.25,,389.6,,,10317020,4071418061.35,104807,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,21238,INE949L01017,AUBANK,EQ,,,,,AU SMALL FINANCE BANK LTD,1033.9,1039.0,1015.55,1030.45,1034.8,1033.85,,1030.45,,,10215789,10504523393.2,130613,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1660,INE154A01025,ITC,EQ,,,,,ITC LTD,290.45,291.9,289.35,290.7,291.0,290.0,,290.7,,,10110022,2938964571.35,349908,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,1363,INE038A01020,HINDALCO,EQ,,,,,HINDALCO  INDUSTRIES  LTD,952.1,973.5,952.0,963.8,963.0,953.2,,963.8,,,9499504,9170771386.4,174631,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,15228,INE551W01018,UJJIVANSFB,EQ,,,,,UJJIVAN SMALL FINANC BANK,56.14,57.07,55.62,56.91,56.96,56.14,,56.91,,,9295732,526033660.85,48982,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,18143,INE758E01017,JIOFIN,EQ,,,,,JIO FIN SERVICES LTD,239.0,239.2,235.92,236.71,236.5,239.43,,236.71,,,9229023,2189155861.0,79239,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,21362,INE170V01027,SALASAR,EQ,,,,,SALASAR TECHNO ENGG. LTD.,6.21,6.21,5.96,6.09,6.15,6.17,,6.09,,,8969467,54316226.71,6978,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,881,INE089A01031,DRREDDY,EQ,,,,,DR. REDDY S LABORATORIES,1388.4,1414.9,1355.8,1375.7,1381.0,1350.5,,1375.7,,,8857211,12325754131.6,183945,F1,1,,,,,
2026-06-29,2026-06-29,CM,NSE,STK,31181,INE745G01043,MCX,EQ,,,,,MULTI COMMODITY EXCHANGE,2822.0,2940.0,2809.0,2914.5,2905.0,2831.7,,2914.5,,,8791691,25384319539.8,306456,F1,1,,,,,
