Date,Rank,Stock,CMP,Volume,ReturnPct,Score,ExpectedReturn
2026-05-23 00:00:00,7,AXISBANK,1231,6799667,2.6,71.9,3.95
2026-05-23 00:00:00,8,TITAN,3650,2940214,0.2,81.9,2.12
2026-05-23 00:00:00,9,INFY,3581,1028374,1.14,90.6,4.37
2026-05-23 00:00:00,10,HDFCBANK,1670,7110622,0.52,96.1,5.59
2026-05-24 00:00:00,1,RELIANCE,1603,7751158,2.38,81.1,1.8
2026-05-24 00:00:00,2,ITC,467,3919694,1.81,71.4,3.65
2026-05-24 00:00:00,3,HDFCBANK,1620,6098175,-0.49,76.3,3.82
2026-05-24 00:00:00,4,LT,3802,8801207,0.59,85.7,3.46
2026-05-24 00:00:00,5,ICICIBANK,1413,2422633,-0.51,85.2,4.02
2026-05-24 00:00:00,6,INFY,3493,4940441,2.21,68.5,1.84
2026-05-24 00:00:00,7,TITAN,3526,1775337,-0.79,78.1,5.22
2026-05-24 00:00:00,8,TCS,3888,8640615,0.4,83.9,1.81
2026-05-24 00:00:00,9,SBIN,918,9294272,0.3,65.6,4.38
2026-05-24 00:00:00,10,AXISBANK,1147,8132769,-0.97,90.6,4.42
2026-05-25 00:00:00,1,SBIN,933,11278600,3.21,93.9,3.02
2026-05-25 00:00:00,2,INFY,3610,8481188,3.78,88.3,3.27
2026-05-25 00:00:00,3,ICICIBANK,1436,5147994,3.38,70.5,4.84
2026-05-25 00:00:00,4,TCS,3994,11515093,-0.83,76.7,4.51
2026-05-25 00:00:00,5,AXISBANK,1180,5558623,-0.15,93.9,1.22
2026-05-25 00:00:00,6,TITAN,3558,4879923,0.18,65.8,1.91
2026-05-25 00:00:00,7,LT,3826,7838382,-0.18,77.7,1.12
2026-05-25 00:00:00,8,HDFCBANK,1727,7534336,3.83,82.2,4.42
2026-05-25 00:00:00,9,RELIANCE,1667,7381734,0.84,95.8,2.35
2026-05-25 00:00:00,10,ITC,469,8030010,1.27,87.9,4.96
2026-05-26 00:00:00,1,ICICIBANK,1473,3768991,3.38,94.9,5.9
2026-05-26 00:00:00,2,LT,3856,1452421,3.85,82.5,4.25
2026-05-26 00:00:00,3,TCS,3891,11783549,0.5,92.9,1.74
2026-05-26 00:00:00,4,RELIANCE,1586,7360307,-0.21,77.3,2.56
2026-05-26 00:00:00,5,SBIN,917,5668371,2.76,91.6,2.11
2026-05-26 00:00:00,6,TITAN,3540,8890439,-2.36,80.5,6
2026-05-26 00:00:00,7,INFY,3559,4761823,2.05,89.7,4.19
2026-05-26 00:00:00,8,AXISBANK,1127,5148725,-1.1,60.8,1.59
2026-05-26 00:00:00,9,ITC,402,8945036,2.19,81.4,1.93
2026-05-26 00:00:00,10,HDFCBANK,1685,7189034,-1.33,83.1,4.69
2026-05-27 00:00:00,1,SBIN,921,4327421,-1.97,86.2,4.06
2026-05-27 00:00:00,2,AXISBANK,1146,6059717,3.45,82.8,1.43
2026-05-27 00:00:00,3,HDFCBANK,1764,1689025,-0.07,76.3,2.73
2026-05-27 00:00:00,4,TITAN,3649,11863973,-0.11,92.3,5.08
2026-05-27 00:00:00,5,LT,3747,8273315,4.23,84.2,5.11
2026-05-27 00:00:00,6,ITC,409,8306261,-1.27,79.8,4.18
2026-05-27 00:00:00,7,RELIANCE,1677,10029043,2.92,77.7,5.09
2026-05-27 00:00:00,8,ICICIBANK,1521,5502929,-0.24,69.3,5.66
2026-05-27 00:00:00,9,INFY,3541,8563202,-0.79,77.7,3.97
2026-05-27 00:00:00,10,TCS,3967,6643798,-2.3,92.3,1.75
2026-05-28 00:00:00,1,TCS,4002,4205394,-1.9,87.4,3.34
2026-05-28 00:00:00,2,RELIANCE,1581,8987516,2.02,78.7,4.92
2026-05-28 00:00:00,3,AXISBANK,1143,5936453,-0.95,86.3,2.39
2026-05-28 00:00:00,4,TITAN,3668,7191135,0.81,80.2,3.01
2026-05-28 00:00:00,5,ITC,510,6549757,-0.04,77.2,2.39
2026-05-28 00:00:00,6,LT,3779,3024269,2.55,72,4.66
2026-05-28 00:00:00,7,INFY,3517,4213524,-0.99,78.4,4.57
2026-05-28 00:00:00,8,ICICIBANK,1504,11012487,-0.52,63.8,1.81
2026-05-28 00:00:00,9,SBIN,878,7054579,-1.24,60.5,3.58
2026-05-28 00:00:00,10,HDFCBANK,1690,1763626,4.32,81,4.43
2026-05-29 00:00:00,1,SBIN,932,6716097,-1.21,62,5.69
2026-05-29 00:00:00,2,HDFCBANK,1742,2914064,3.25,75.2,1.19
2026-05-29 00:00:00,3,TITAN,3533,3545556,-1.46,81.4,2.38
2026-05-29 00:00:00,4,AXISBANK,1183,2987287,1.41,75.8,3.9
2026-05-29 00:00:00,5,ICICIBANK,1528,4786401,2.93,74.5,5.52
2026-05-29 00:00:00,6,RELIANCE,1596,10873813,4.43,71.6,4.03
2026-05-29 00:00:00,7,LT,3876,2664863,4.13,67.9,1.9
2026-05-29 00:00:00,8,TCS,3890,3634980,-0.82,81,1.61
2026-05-29 00:00:00,9,ITC,474,8558197,2.33,77.9,0.97
2026-05-29 00:00:00,10,INFY,3543,5743227,2.42,77.3,4.37
2026-05-30 00:00:00,1,INFY,3488,2000560,-1.34,71.7,4.69
2026-05-30 00:00:00,2,ITC,515,5842082,0.57,77.8,2.38
2026-05-30 00:00:00,3,TITAN,3623,5567533,1,78.8,1.22
2026-05-30 00:00:00,4,SBIN,830,8248238,2.64,82.9,0.93
2026-05-30 00:00:00,5,TCS,3928,10650239,1.61,60.8,4.78
2026-05-30 00:00:00,6,AXISBANK,1188,10667820,-2.22,88.7,3.25
2026-05-30 00:00:00,7,RELIANCE,1633,5666692,-1.23,82.2,4.1
2026-05-30 00:00:00,8,LT,3845,2530793,0.79,75.5,2.47
2026-05-30 00:00:00,9,HDFCBANK,1646,3698193,-0.19,86.4,2.3
2026-05-30 00:00:00,10,ICICIBANK,1472,10229089,-2.24,63.3,2.11
2026-05-31 00:00:00,1,AXISBANK,1252,7069650,1.86,78.9,3.1
2026-05-31 00:00:00,2,INFY,3483,4415140,-0.63,65,2.3
2026-05-31 00:00:00,3,ITC,494,3037191,-2.3,83.9,4.96
2026-05-31 00:00:00,4,TITAN,3560,6213522,1.36,81,1.28
2026-05-31 00:00:00,5,HDFCBANK,1649,8741810,4.13,84.6,1.6
2026-05-31 00:00:00,6,ICICIBANK,1444,9537455,2.44,75.8,3.31
2026-05-31 00:00:00,7,SBIN,940,5089126,0.7,65.5,1.79
2026-05-31 00:00:00,8,RELIANCE,1673,9526867,2.72,65.2,1.16
2026-05-31 00:00:00,9,LT,3826,6702160,4.04,79.3,5.07
2026-05-31 00:00:00,10,TCS,3942,6008935,3.36,82,4.23
2026-06-01 00:00:00,1,RELIANCE,1568,5006492,1.5,68.9,4.83
2026-06-01 00:00:00,2,SBIN,831,6338112,2.71,86.8,5.02
2026-06-01 00:00:00,3,TCS,3968,11939063,4.37,78.8,0.99
2026-06-01 00:00:00,4,HDFCBANK,1748,10901584,-0.18,63.8,5.19
2026-06-01 00:00:00,5,ICICIBANK,1395,9823994,3.87,60.6,1.55
2026-06-01 00:00:00,6,LT,3759,2255409,0.79,96.8,2.56
2026-06-01 00:00:00,7,AXISBANK,1221,11902449,-1.94,72.5,4.31
2026-06-01 00:00:00,8,TITAN,3656,7375499,4.18,83.8,5.41
2026-06-01 00:00:00,9,ITC,494,10076742,-2.25,62.6,4.08
2026-06-01 00:00:00,10,INFY,3543,4816586,2.73,76.5,1.31
2026-06-02 00:00:00,1,LT,3795,7014016,0.12,65.5,3.56
2026-06-02 00:00:00,2,HDFCBANK,1764,4020853,-1.31,63,5.33
2026-06-02 00:00:00,3,AXISBANK,1278,5040453,0.98,82.2,2.01
2026-06-02 00:00:00,4,ICICIBANK,1435,8710313,-0.71,60.4,4.98
2026-06-02 00:00:00,5,RELIANCE,1593,10170395,-1.39,76.8,2.6
2026-06-02 00:00:00,6,TITAN,3670,6018975,1.97,76.1,2.1
2026-06-02 00:00:00,7,SBIN,897,4342306,4.5,92.4,1.35
2026-06-02 00:00:00,8,INFY,3567,10595270,0.01,71.2,4.44
2026-06-02 00:00:00,9,ITC,375,7640518,-0.58,81.5,4.37
2026-06-02 00:00:00,10,TCS,3882,11173812,2.72,91.6,5.5
2026-06-03 00:00:00,1,LT,3880,2630140,3.82,84.6,2.41
2026-06-03 00:00:00,2,RELIANCE,1632,1559763,1.56,87.8,1.27
2026-06-03 00:00:00,3,ITC,445,6481437,2.73,66.7,1.49
2026-06-03 00:00:00,4,INFY,3608,7138070,1.22,94.7,5.12
2026-06-03 00:00:00,5,ICICIBANK,1435,9084065,4.27,71.2,5.33
2026-06-03 00:00:00,6,TCS,3899,8857296,4.24,65.3,5.83
2026-06-03 00:00:00,7,TITAN,3621,10350154,0.06,90,0.87
2026-06-03 00:00:00,8,AXISBANK,1257,3073474,0.68,85.6,4.3
2026-06-03 00:00:00,9,SBIN,969,7392547,3.26,95.7,1.36
2026-06-03 00:00:00,10,HDFCBANK,1679,8910069,-2.32,93.6,3.72
2026-06-04 00:00:00,1,ITC,381,1624315,-0.37,78.7,1.31
2026-06-04 00:00:00,2,ICICIBANK,1507,3276065,0.22,74.1,5.74
2026-06-04 00:00:00,3,RELIANCE,1658,8031780,1.61,87.6,5.4
2026-06-04 00:00:00,4,LT,3745,9209880,1.81,95.7,2.25
2026-06-04 00:00:00,5,INFY,3564,4645180,0.6,96.1,5.25
2026-06-04 00:00:00,6,TITAN,3545,7162857,1.31,97.2,2.67
2026-06-04 00:00:00,7,SBIN,921,5628522,-1.17,64.6,5.21
2026-06-04 00:00:00,8,TCS,3986,2538024,2.14,84.4,3.91
2026-06-04 00:00:00,9,HDFCBANK,1625,1848566,3.01,69.3,1.45
2026-06-04 00:00:00,10,AXISBANK,1264,4442778,-2.02,89.1,1.88
2026-06-05 00:00:00,1,INFY,3503,10063311,-0.75,66.6,4.24
2026-06-05 00:00:00,2,TITAN,3526,3211291,-2.4,90,2.04
2026-06-05 00:00:00,3,ITC,452,1264762,-1.28,62,4.66
2026-06-05 00:00:00,4,RELIANCE,1654,2906718,2.72,78.1,4.85
2026-06-05 00:00:00,5,ICICIBANK,1501,10960063,-1.74,79.1,5.72
2026-06-05 00:00:00,6,TCS,3881,9748499,-0.39,84.4,0.96
2026-06-05 00:00:00,7,LT,3842,7738019,0.48,64.1,4.5
2026-06-05 00:00:00,8,SBIN,933,2232969,3.79,72.2,1.57
2026-06-05 00:00:00,9,AXISBANK,1152,5614002,1.87,82.2,4.5
2026-06-05 00:00:00,10,HDFCBANK,1717,11022572,1.21,77.2,3.95
2026-06-06 00:00:00,1,RELIANCE,1622,7979148,2.61,71.9,2.43
2026-06-06 00:00:00,2,INFY,3535,7279729,4.18,86.1,3.27
2026-06-06 00:00:00,3,ICICIBANK,1393,2432176,-1.85,63.7,4.64
2026-06-06 00:00:00,4,SBIN,853,10334352,-2.08,96.4,3.72
2026-06-06 00:00:00,5,TITAN,3551,7892225,-0.02,85.3,4.7
2026-06-06 00:00:00,6,LT,3733,5825620,1.7,73.4,3.81
2026-06-06 00:00:00,7,ITC,424,3595941,2.1,68.5,1.36
2026-06-06 00:00:00,8,HDFCBANK,1762,7166651,-1.7,70.6,1.98
2026-06-06 00:00:00,9,AXISBANK,1229,10411442,4.32,91.1,3.99
2026-06-06 00:00:00,10,TCS,4012,1440466,1.76,85,4.41
2026-06-07 00:00:00,1,TCS,3906,10501291,2.1,62.6,4.65
2026-06-07 00:00:00,2,HDFCBANK,1627,2539438,2.72,68.2,2.98
2026-06-07 00:00:00,3,AXISBANK,1207,3640889,0.09,87.4,4.84
2026-06-07 00:00:00,4,ITC,515,11002975,-1.91,62,1.62
2026-06-07 00:00:00,5,LT,3878,1834876,2.22,70.3,4.24
2026-06-07 00:00:00,6,TITAN,3644,11185045,0.59,70.4,4.73
2026-06-07 00:00:00,7,SBIN,849,6791039,0.51,70.8,4.33
2026-06-07 00:00:00,8,ICICIBANK,1494,9840487,2.17,61.7,2.86
2026-06-07 00:00:00,9,INFY,3623,1919088,-2.45,71.5,1.9
2026-06-07 00:00:00,10,RELIANCE,1555,5286905,-0.47,64.6,3.39
2026-06-08 00:00:00,1,AXISBANK,1130,8318550,-2.37,95,5.28
2026-06-08 00:00:00,2,SBIN,967,8202195,1.51,87,2.97
2026-06-08 00:00:00,3,RELIANCE,1549,7795314,-2.35,72.3,4.97
2026-06-08 00:00:00,4,ITC,528,8719145,3.32,95,1.26
2026-06-08 00:00:00,5,TCS,3897,5082173,0.55,75.2,1.21
2026-06-08 00:00:00,6,ICICIBANK,1449,6696087,-0.95,89.6,1.2
2026-06-08 00:00:00,7,HDFCBANK,1649,9902071,1.07,94.4,2.62
2026-06-08 00:00:00,8,TITAN,3557,4963933,-1.78,69.7,1.7
2026-06-08 00:00:00,9,INFY,3509,11997616,-1.97,96.1,4.07
2026-06-08 00:00:00,10,LT,3838,10457911,2.82,77.1,5.61
2026-06-09 00:00:00,1,ICICIBANK,1440,10922377,-2.11,79.3,2.41
2026-06-09 00:00:00,2,INFY,3585,1630944,-2.1,91.6,1.2
2026-06-09 00:00:00,3,LT,3743,11318128,1.66,74.6,3.82
2026-06-09 00:00:00,4,ITC,380,8545279,3.86,81.7,1.78
2026-06-09 00:00:00,5,RELIANCE,1674,8979730,1.01,96.4,3.14
2026-06-09 00:00:00,6,HDFCBANK,1707,2414808,1.03,66.6,2.09
2026-06-09 00:00:00,7,TCS,3982,8372274,1.17,83.2,2.69
2026-06-09 00:00:00,8,TITAN,3592,7499771,0.36,72.9,3.91
2026-06-09 00:00:00,9,SBIN,905,2105817,-0.19,81.2,2.81
2026-06-09 00:00:00,10,AXISBANK,1184,11111641,3.61,72.7,3.83
2026-06-10 00:00:00,1,ITC,449,10377156,0.14,90.1,5.03
2026-06-10 00:00:00,2,RELIANCE,1654,2567880,2.02,76.1,2.68
2026-06-10 00:00:00,3,AXISBANK,1212,6181912,-1.24,68.1,5.73
2026-06-10 00:00:00,4,TCS,3994,4221313,-0.91,65.2,1.2
2026-06-10 00:00:00,5,HDFCBANK,1645,9517619,2.9,91.7,5.4
2026-06-10 00:00:00,6,LT,3729,6649968,3.63,83.5,3.91
2026-06-10 00:00:00,7,TITAN,3559,3722056,-1.23,86.3,4.05
2026-06-10 00:00:00,8,ICICIBANK,1412,8342941,-2.19,73.8,4.54
2026-06-10 00:00:00,9,SBIN,933,11244091,-0.51,88.4,3.13
2026-06-10 00:00:00,10,INFY,3606,5012581,-0.33,90.7,3.24
2026-06-11 00:00:00,1,TCS,4024,3321942,3.61,62,3.3
2026-06-11 00:00:00,2,TITAN,3615,10303649,4.04,87,3.48
2026-06-11 00:00:00,3,RELIANCE,1551,5782563,-1.91,66.1,3.14
2026-06-11 00:00:00,4,ICICIBANK,1501,3472100,3.32,63.5,5.53
2026-06-11 00:00:00,5,LT,3835,6865064,4.01,75.8,2.86
2026-06-11 00:00:00,6,INFY,3565,4955699,0.2,63.1,1.97
2026-06-11 00:00:00,7,AXISBANK,1201,2662338,3.37,84.7,4.92
2026-06-11 00:00:00,8,ITC,405,1642620,-0.49,91.5,4.42
2026-06-11 00:00:00,9,SBIN,855,8870361,0.64,60.2,1.21
2026-06-11 00:00:00,10,HDFCBANK,1685,4618086,3.34,80.9,4.58
2026-06-12 00:00:00,1,ICICIBANK,1431,8043503,1.97,83.7,1.13
2026-06-12 00:00:00,2,HDFCBANK,1747,11011619,1.25,84,3.79
2026-06-12 00:00:00,3,RELIANCE,1556,5886733,0.5,83.4,2.05
2026-06-12 00:00:00,4,SBIN,926,4142605,2.15,63.3,5.87
2026-06-12 00:00:00,5,ITC,387,9825812,1.31,89.9,3.44
2026-06-12 00:00:00,6,INFY,3475,7550726,3.61,61.7,2.81
2026-06-12 00:00:00,7,AXISBANK,1215,5255545,2.73,73.6,1.15
2026-06-12 00:00:00,8,TCS,3931,11540402,-1.77,82.1,4.73
2026-06-12 00:00:00,9,LT,3754,1743829,-0.03,72.9,4.14
2026-06-12 00:00:00,10,TITAN,3638,9028420,1.92,90.8,1.13
2026-06-13 00:00:00,1,HDFCBANK,1751,7681090,4.42,80.6,2.12
2026-06-13 00:00:00,2,INFY,3518,5800144,0,89.7,5.3
2026-06-13 00:00:00,3,AXISBANK,1204,5583814,-1.63,74,5.43
2026-06-13 00:00:00,4,SBIN,932,7486822,-0.13,67.1,4.4
2026-06-13 00:00:00,5,LT,3814,9712003,-0.63,63.1,3.01
2026-06-13 00:00:00,6,TITAN,3630,11107489,4.47,66.9,2.33
2026-06-13 00:00:00,7,TCS,3896,2343333,-0.2,71.2,3.12
2026-06-13 00:00:00,8,ICICIBANK,1479,3795835,2.33,73.4,1.02
2026-06-13 00:00:00,9,RELIANCE,1610,11315496,4.49,70.4,5.9
2026-06-13 00:00:00,10,ITC,384,2258981,2.2,75.4,3.47
2026-06-14 00:00:00,1,TCS,3930,11824036,0.06,74.5,3.75
2026-06-14 00:00:00,2,ITC,524,3574265,2.25,96.1,2.73
2026-06-14 00:00:00,3,SBIN,839,10628809,-1.54,73.9,2.43
2026-06-14 00:00:00,4,TITAN,3591,5187788,4.22,61,1.77
2026-06-14 00:00:00,5,HDFCBANK,1752,7492570,3.89,64.5,4.83
2026-06-14 00:00:00,6,ICICIBANK,1484,4599894,4.47,70.9,5.57
2026-06-14 00:00:00,7,LT,3845,4358435,-1.64,92.4,3.15
2026-06-14 00:00:00,8,AXISBANK,1233,2472884,3.17,96.8,5.93
2026-06-14 00:00:00,9,RELIANCE,1608,2089496,1.35,71,2.36
2026-06-14 00:00:00,10,INFY,3510,11698831,-1.28,73.7,1.97
2026-06-15 00:00:00,1,ICICIBANK,1489,10255099,-1.59,93.6,1.14
2026-06-15 00:00:00,2,TCS,3971,9030667,1.18,89.2,5.08
2026-06-15 00:00:00,3,SBIN,838,3102634,4.31,84.4,3.14
2026-06-15 00:00:00,4,TITAN,3652,6779998,-1.6,91.5,3.67
2026-06-15 00:00:00,5,RELIANCE,1670,4052834,2.87,64.9,3.41
2026-06-15 00:00:00,6,ITC,384,3083077,1.13,71.6,1.64
2026-06-15 00:00:00,7,LT,3777,6805303,4.13,79.7,2.28
2026-06-15 00:00:00,8,AXISBANK,1140,5204459,-1.13,96.3,2.23
2026-06-15 00:00:00,9,INFY,3630,6080553,1.8,63.6,4.13
2026-06-15 00:00:00,10,HDFCBANK,1771,10741631,-1.42,85,4.55
2026-06-16 00:00:00,1,HDFCBANK,1673,10598869,0.42,84.3,3.39
2026-06-16 00:00:00,2,TCS,4030,10153271,-0.47,96.4,3.31
2026-06-16 00:00:00,3,INFY,3573,5990112,0.67,86.2,1.62
2026-06-16 00:00:00,4,ICICIBANK,1476,9124385,0.75,72.9,1.55
2026-06-16 00:00:00,5,TITAN,3601,6794356,4.33,65,2.73
2026-06-16 00:00:00,6,ITC,513,2781470,-0.27,77.7,2.19
2026-06-16 00:00:00,7,LT,3783,3363534,-1.82,71,2.8
2026-06-16 00:00:00,8,RELIANCE,1677,8015136,-0.76,92.9,1.63
2026-06-16 00:00:00,9,SBIN,903,10691980,2.55,67.2,1.63
2026-06-16 00:00:00,10,AXISBANK,1251,8831858,0.99,71.7,0.92
2026-06-17 00:00:00,1,SBIN,892,9302946,1.68,92,4.3
2026-06-17 00:00:00,2,HDFCBANK,1693,10004176,-2.44,64.1,1.5
2026-06-17 00:00:00,3,RELIANCE,1587,7136730,2.85,73.9,2.88
2026-06-17 00:00:00,4,INFY,3615,10425722,-1.14,81,1.18
2026-06-17 00:00:00,5,ICICIBANK,1499,8555692,2.85,70.6,5.94
2026-06-17 00:00:00,6,AXISBANK,1276,2993318,-1.6,63.7,2.74
2026-06-17 00:00:00,7,TCS,3956,10358865,4.07,88.7,1.84
2026-06-17 00:00:00,8,ITC,500,7734157,1,61.7,1.51
2026-06-17 00:00:00,9,TITAN,3605,8948107,1.14,65.7,5.44
2026-06-17 00:00:00,10,LT,3755,6502353,4.02,72.1,2.84
2026-06-18 00:00:00,1,RELIANCE,1641,1279121,0.08,85.6,5.9
2026-06-18 00:00:00,2,TCS,4019,6161977,3.08,87.6,4.38
2026-06-18 00:00:00,3,INFY,3476,11014481,0.82,96.7,4.87
2026-06-18 00:00:00,4,HDFCBANK,1768,10691097,-0.91,62,3.3
2026-06-18 00:00:00,5,ITC,504,11553292,2.55,89.4,2.78
2026-06-18 00:00:00,6,LT,3782,1529665,1.51,86.6,1.79
2026-06-18 00:00:00,7,TITAN,3632,6262886,0.43,75.7,1.86
2026-06-18 00:00:00,8,SBIN,948,11258899,3.94,93.2,4.63
2026-06-18 00:00:00,9,ICICIBANK,1385,3316639,1.13,81.3,5.99
2026-06-18 00:00:00,10,AXISBANK,1242,9816043,0.14,96.4,3.19
2026-06-19 00:00:00,1,TCS,3941,10363140,-0.41,95.8,5.91
2026-06-19 00:00:00,2,ICICIBANK,1443,4477544,2.33,78.6,3.29
2026-06-19 00:00:00,3,RELIANCE,1663,5587856,-0.49,81.8,3.62
2026-06-19 00:00:00,4,HDFCBANK,1721,6790398,4.18,90.6,2.31
2026-06-19 00:00:00,5,INFY,3543,2325893,-0.08,76.8,2.13
2026-06-19 00:00:00,6,LT,3842,4590102,-1.09,80.5,5.65
2026-06-19 00:00:00,7,ITC,439,3303058,-1.74,88.2,2.04
2026-06-19 00:00:00,8,AXISBANK,1132,9909397,-0.92,68.8,1.32
2026-06-19 00:00:00,9,SBIN,904,8925622,-1.8,89.3,0.83
2026-06-19 00:00:00,10,TITAN,3660,3649811,0.35,95.5,5.37
2026-06-20 00:00:00,1,TCS,4006,1625760,3.89,66.7,5.39
2026-06-20 00:00:00,2,TITAN,3565,1609681,4.48,75.1,3.38
2026-06-20 00:00:00,3,SBIN,894,1628578,-2.44,81.6,1.36
2026-06-20 00:00:00,4,AXISBANK,1205,5774152,0.68,84.4,3.53
2026-06-20 00:00:00,5,RELIANCE,1554,9459284,0.78,67.3,1.39
2026-06-20 00:00:00,6,LT,3761,8699307,2.04,87.3,0.87
2026-06-20 00:00:00,7,INFY,3556,5949685,1.47,88.8,1.71
2026-06-20 00:00:00,8,ICICIBANK,1473,8175669,1.11,63.3,4.28
2026-06-20 00:00:00,9,HDFCBANK,1667,3359075,0.84,95.6,0.84
2026-06-20 00:00:00,10,ITC,468,4951390,0.63,70.1,2.51
2026-06-21 00:00:00,1,ITC,489,6147356,-1.38,86.1,5.6
2026-06-21 00:00:00,2,HDFCBANK,1699,2969909,1.97,95.7,2.71
2026-06-21 00:00:00,3,LT,3776,4676367,4.2,78.2,3.17
